Unnamed: 0,name,date_x,Date,region_x,clouds,text_description,pressure,humidity,temp,rain_1h,snow_1h,wind_deg,wind_speed,date_y,region_y,globalhorizontalirradiance,directnormalirradiance,diffusehorizontalirradiance,globalhorizontalirradiance_2,directnormalirradiance_2,diffusehorizontalirradiance_2,RenewableGeneration_Hydro
120,Venice,2021-04-27 15:00:08,2021-04-22 13:00:00,nord,75,broken clouds,1009,67,15.47,0,0,90,4.12,27/04/2021 13:00:00 PM,nord,209.57,1.8,208.11,838.27,899.65,116.78,2.54
121,Valle d'Aosta,2021-04-27 15:00:10,2021-04-22 13:00:00,nord,97,overcast clouds,1006,48,11.93,0,0,100,7.2,27/04/2021 13:00:00 PM,nord,217.78,3.09,215.23,867.03,922.51,112.28,2.54
122,Province of Turin,2021-04-27 15:00:11,2021-04-22 13:00:00,nord,75,broken clouds,1009,76,12.21,0,0,30,2.06,27/04/2021 13:00:00 PM,nord,217.35,2.73,215.08,869.39,916.28,115.0,2.54
123,Bologna,2021-04-27 15:00:12,2021-04-22 13:00:00,nord,75,light rain,1009,82,13.52,0.13,0,60,2.57,27/04/2021 13:00:00 PM,nord,213.31,2.01,211.66,853.22,904.64,117.13,2.54
124,Trento,2021-04-27 15:00:12,2021-04-22 13:00:00,nord,90,fog,1008,81,2.89,0,0,200,3.09,27/04/2021 13:00:00 PM,nord,210.85,2.56,208.78,843.42,909.7,113.7,2.54
125,Provincia di Genova,2021-04-27 15:00:15,2021-04-22 13:00:00,nord,100,overcast clouds,1007,79,13.93,0,0,51,3.58,27/04/2021 13:00:00 PM,nord,216.61,2.42,214.6,866.45,911.83,116.29,2.54
126,Milan,2021-04-27 14:58:06,2021-04-22 13:00:00,nord,75,broken clouds,1009,72,14.33,0,0,40,1.54,27/04/2021 13:00:00 PM,nord,213.34,2.0,211.69,853.35,904.6,117.16,2.54
127,Trieste,2021-04-27 15:00:15,2021-04-22 13:00:00,nord,75,broken clouds,1008,67,13.68,0,0,40,5.66,27/04/2021 13:00:00 PM,nord,209.69,1.96,208.12,829.93,899.49,115.55,2.54
128,Provincia di Perugia,2021-04-27 15:00:16,2021-04-22 13:00:00,centro_nord,90,moderate rain,1007,94,12.34,0,0,360,4.12,27/04/2021 13:00:00 PM,centro_nord,234.71,2.88,232.32,862.77,909.36,116.71,2.54
129,Florence,2021-04-27 15:00:17,2021-04-22 13:00:00,centro_nord,75,broken clouds,1006,63,15.85,0,0,70,5.14,27/04/2021 13:00:00 PM,centro_nord,215.41,2.15,213.63,861.65,907.72,117.2,2.54
130,Provincia di Ancona,2021-04-27 15:00:17,2021-04-22 13:00:00,centro_nord,75,broken clouds,1008,82,12.3,0,0,350,4.12,27/04/2021 13:00:00 PM,centro_nord,213.38,2.05,211.69,853.53,905.23,116.94,2.54
131,Provincia di Campobasso,2021-04-27 15:00:18,2021-04-22 13:00:00,centro_sud,71,broken clouds,1003,73,14.19,0,0,189,4.47,27/04/2021 13:00:00 PM,centro_sud,859.61,851.46,152.97,865.94,912.7,115.88,2.54
132,Rome,2021-04-27 15:00:15,2021-04-22 13:00:00,centro_sud,75,light rain,1005,72,20.03,0.19,0,210,5.66,27/04/2021 13:00:00 PM,centro_sud,858.29,849.03,147.0,872.13,909.22,118.19,2.54
133,L'Aquila,2021-04-27 15:00:18,2021-04-22 13:00:00,centro_sud,92,light rain,1006,59,18.3,0.62,0,190,2.68,27/04/2021 13:00:00 PM,centro_sud,838.12,728.76,233.14,869.26,918.04,114.29,2.54
134,Naples,2021-04-27 15:00:02,2021-04-22 13:00:00,sud,20,few clouds,1007,68,17.62,0,0,190,5.66,27/04/2021 13:00:00 PM,sud,568.12,221.55,382.69,871.18,908.52,118.33,2.54
135,Bari,2021-04-27 15:00:19,2021-04-22 13:00:00,sud,0,clear sky,1006,56,20.97,0,0,160,4.63,27/04/2021 13:00:00 PM,sud,228.5,2.66,226.31,852.93,904.54,117.12,2.54
136,Potenza,2021-04-27 15:00:19,2021-04-22 13:00:00,sud,32,scattered clouds,1009,44,21.67,0,0,271,4.92,27/04/2021 13:00:00 PM,sud,671.86,371.64,362.96,867.58,914.11,115.57,2.54
137,Province of Palermo,2021-04-27 14:59:11,2021-04-22 13:00:00,sicilia,6,clear sky,969,56,21.91,0,0,338,0.89,27/04/2021 13:00:00 PM,sicilia,314.24,31.31,287.31,902.66,920.36,118.23,2.54
138,Sardinia,2021-04-27 15:00:20,2021-04-22 13:00:00,sardegna,100,overcast clouds,1006,73,20.0,0,0,261,4.02,27/04/2021 13:00:00 PM,sardegna,401.06,26.0,378.54,908.65,920.99,118.86,2.54
139,Catanzaro,2021-04-27 15:00:20,2021-04-22 13:00:00,calabria,65,broken clouds,1007,64,19.23,0,0,90,3.6,27/04/2021 13:00:00 PM,calabria,250.63,6.28,245.37,874.32,912.41,117.24,2.54
200,Venice,2021-04-27 15:58:13,2021-04-22 14:00:00,nord,20,few clouds,1009,63,15.65,0,0,100,4.12,27/04/2021 14:00:00 PM,nord,184.52,2.07,183.02,738.09,871.83,111.07,2.53
201,Valle d'Aosta,2021-04-27 16:00:15,2021-04-22 14:00:00,nord,98,overcast clouds,1006,48,12.0,0,0,100,8.23,27/04/2021 14:00:00 PM,nord,256.64,13.06,246.75,783.31,901.08,107.97,2.53
202,Province of Turin,2021-04-27 16:00:15,2021-04-22 14:00:00,nord,75,broken clouds,1008,67,12.46,0,0,40,2.57,27/04/2021 14:00:00 PM,nord,196.24,4.48,192.83,784.97,894.43,110.53,2.53
203,Bologna,2021-04-27 16:00:16,2021-04-22 14:00:00,nord,75,broken clouds,1008,82,13.51,0,0,80,2.06,27/04/2021 14:00:00 PM,nord,188.53,2.58,186.62,754.12,877.75,111.59,2.53
204,Trento,2021-04-27 16:00:16,2021-04-22 14:00:00,nord,90,fog,1008,81,2.62,0,0,190,2.06,27/04/2021 14:00:00 PM,nord,187.02,3.89,184.18,748.08,883.91,108.5,2.53
205,Provincia di Genova,2021-04-27 16:00:16,2021-04-22 14:00:00,nord,100,overcast clouds,1006,79,14.06,0,0,50,5.81,27/04/2021 14:00:00 PM,nord,193.82,3.68,191.03,775.26,887.86,111.36,2.53
206,Milan,2021-04-27 15:56:53,2021-04-22 14:00:00,nord,75,broken clouds,1008,72,14.28,0,0,170,1.54,27/04/2021 14:00:00 PM,nord,190.87,2.74,188.82,763.47,880.39,112.16,2.53
207,Trieste,2021-04-27 16:00:17,2021-04-22 14:00:00,nord,75,broken clouds,1008,62,13.99,0,0,40,4.63,27/04/2021 14:00:00 PM,nord,181.37,2.23,179.78,725.48,870.14,109.59,2.53
208,Provincia di Perugia,2021-04-27 16:00:17,2021-04-22 14:00:00,centro_nord,75,light rain,1006,100,12.36,0,0,30,4.63,27/04/2021 14:00:00 PM,centro_nord,189.32,3.09,187.04,757.3,881.12,110.91,2.53
209,Florence,2021-04-27 16:00:18,2021-04-22 14:00:00,centro_nord,75,broken clouds,1006,59,16.22,0,0,50,3.09,27/04/2021 14:00:00 PM,centro_nord,190.47,2.91,188.3,761.88,881.02,111.68,2.53
210,Provincia di Ancona,2021-04-27 16:00:19,2021-04-22 14:00:00,centro_nord,75,light rain,1008,88,12.05,0,0,360,3.6,27/04/2021 14:00:00 PM,centro_nord,186.74,2.56,184.87,746.98,876.21,110.98,2.53
211,Provincia di Campobasso,2021-04-27 16:00:19,2021-04-22 14:00:00,centro_sud,79,broken clouds,1003,70,15.02,0,0,195,5.81,27/04/2021 14:00:00 PM,centro_sud,471.64,318.12,237.93,750.93,881.96,109.61,2.53
212,Rome,2021-04-27 15:58:28,2021-04-22 14:00:00,centro_sud,75,broken clouds,1005,77,20.03,0,0,170,4.12,27/04/2021 14:00:00 PM,centro_sud,197.49,5.26,193.55,764.84,880.69,112.27,2.53
213,L'Aquila,2021-04-27 16:00:20,2021-04-22 14:00:00,centro_sud,96,overcast clouds,1006,62,17.46,0,0,136,3.58,27/04/2021 14:00:00 PM,centro_sud,318.72,47.53,283.59,759.49,889.19,108.46,2.53
214,Naples,2021-04-27 16:00:13,2021-04-22 14:00:00,sud,40,scattered clouds,1006,82,17.25,0,0,200,7.2,27/04/2021 14:00:00 PM,sud,704.45,695.3,188.37,755.94,877.63,111.93,2.53
215,Bari,2021-04-27 16:00:20,2021-04-22 14:00:00,sud,0,clear sky,1006,60,20.77,0,0,150,5.14,27/04/2021 14:00:00 PM,sud,249.21,29.63,227.87,729.57,870.45,110.15,2.53
216,Potenza,2021-04-27 16:00:21,2021-04-22 14:00:00,sud,29,scattered clouds,1006,58,21.11,0,0,225,2.24,27/04/2021 14:00:00 PM,sud,732.11,783.72,159.41,746.55,881.76,108.99,2.53
217,Province of Palermo,2021-04-27 16:00:22,2021-04-22 14:00:00,sicilia,3,clear sky,1007,53,20.91,0,0,60,4.92,27/04/2021 14:00:00 PM,sicilia,784.25,842.62,141.1,784.28,890.14,111.95,2.53
218,Sardinia,2021-04-27 16:00:22,2021-04-22 14:00:00,sardegna,100,light rain,1006,77,18.33,0.42,0,269,6.26,27/04/2021 14:00:00 PM,sardegna,202.63,1.95,201.1,810.51,896.47,113.69,2.53
219,Catanzaro,2021-04-27 16:00:22,2021-04-22 14:00:00,calabria,77,broken clouds,1007,53,20.29,0,0,240,5.66,27/04/2021 14:00:00 PM,calabria,503.19,423.56,192.82,747.38,878.45,110.27,2.53
280,Venice,2021-04-27 16:57:20,2021-04-22 15:00:00,nord,40,scattered clouds,1008,67,15.65,0,0,120,3.09,27/04/2021 15:00:00 PM,nord,148.71,0.0,148.71,594.85,823.72,101.89,2.56
281,Valle d'Aosta,2021-04-27 17:00:15,2021-04-22 15:00:00,nord,99,overcast clouds,1005,48,13.89,0,0,90,9.26,27/04/2021 15:00:00 PM,nord,190.45,5.1,187.14,653.09,861.92,100.56,2.56
282,Province of Turin,2021-04-27 17:00:15,2021-04-22 15:00:00,nord,75,broken clouds,1008,67,12.54,0,0,30,2.06,27/04/2021 15:00:00 PM,nord,163.4,2.11,162.02,653.6,854.52,102.85,2.56
283,Bologna,2021-04-27 17:00:15,2021-04-22 15:00:00,nord,75,broken clouds,1008,82,13.72,0,0,80,2.57,27/04/2021 15:00:00 PM,nord,152.62,0.03,152.6,610.49,830.83,102.59,2.56
284,Trento,2021-04-27 17:00:16,2021-04-22 15:00:00,nord,90,fog,1008,81,3.16,0,0,210,2.57,27/04/2021 15:00:00 PM,nord,152.28,1.12,151.6,609.14,838.81,100.03,2.56
285,Provincia di Genova,2021-04-27 17:00:11,2021-04-22 15:00:00,nord,100,overcast clouds,1006,76,15.08,0,0,46,2.68,27/04/2021 15:00:00 PM,nord,159.45,1.03,158.79,637.79,844.96,103.08,2.56
286,Milan,2021-04-27 16:59:20,2021-04-22 15:00:00,nord,75,broken clouds,1008,77,14.28,0,0,130,1.54,27/04/2021 15:00:00 PM,nord,157.07,0.01,157.06,628.29,837.2,103.8,2.56
287,Trieste,2021-04-27 16:56:03,2021-04-22 15:00:00,nord,75,broken clouds,1008,67,13.64,0,0,40,5.14,27/04/2021 15:00:00 PM,nord,144.8,0.0,144.8,579.18,819.96,100.16,2.56
288,Provincia di Perugia,2021-04-27 17:00:16,2021-04-22 15:00:00,centro_nord,90,light rain,1006,94,12.58,0.56,0,350,2.57,27/04/2021 15:00:00 PM,centro_nord,151.75,0.08,151.7,606.98,832.16,101.58,2.56
289,Florence,2021-04-27 16:59:56,2021-04-22 15:00:00,centro_nord,40,scattered clouds,1006,59,16.06,0,0,50,4.12,27/04/2021 15:00:00 PM,centro_nord,154.21,0.02,154.2,616.86,834.24,102.69,2.56
290,Provincia di Ancona,2021-04-27 17:00:17,2021-04-22 15:00:00,centro_nord,75,broken clouds,1008,88,12.24,0,0,0,1.03,27/04/2021 15:00:00 PM,centro_nord,149.12,0.0,149.12,596.5,826.19,101.47,2.56
291,Provincia di Campobasso,2021-04-27 17:00:17,2021-04-22 15:00:00,centro_sud,85,overcast clouds,1005,72,16.36,0,0,220,2.26,27/04/2021 15:00:00 PM,centro_sud,319.91,194.14,203.39,591.62,829.29,99.72,2.56
292,Rome,2021-04-27 16:58:00,2021-04-22 15:00:00,centro_sud,75,broken clouds,1005,72,19.02,0,0,210,5.66,27/04/2021 15:00:00 PM,centro_sud,156.67,0.96,156.07,611.84,831.12,102.74,2.56
293,L'Aquila,2021-04-27 17:00:18,2021-04-22 15:00:00,centro_sud,91,overcast clouds,1006,60,17.81,0,0,146,4.02,27/04/2021 15:00:00 PM,centro_sud,207.01,8.43,201.88,604.87,839.39,99.15,2.56
294,Naples,2021-04-27 16:58:54,2021-04-22 15:00:00,sud,75,broken clouds,1006,88,17.13,0,0,210,5.14,27/04/2021 15:00:00 PM,sud,559.88,692.42,139.45,595.7,824.59,101.79,2.56
295,Bari,2021-04-27 16:58:33,2021-04-22 15:00:00,sud,0,clear sky,1006,60,20.8,0,0,150,4.63,27/04/2021 15:00:00 PM,sud,378.15,233.6,242.82,563.66,812.8,99.35,2.56
296,Potenza,2021-04-27 17:00:18,2021-04-22 15:00:00,sud,33,scattered clouds,1009,47,20.56,0,0,258,3.58,27/04/2021 15:00:00 PM,sud,572.36,777.38,112.34,581.56,826.63,98.71,2.56
297,Province of Palermo,2021-04-27 16:54:50,2021-04-22 15:00:00,sicilia,2,clear sky,968,62,20.03,0,0,118,1.79,27/04/2021 15:00:00 PM,sicilia,618.12,824.79,103.43,618.12,837.7,101.89,2.56
