name,date,region,clouds,text_description,pressure,humidity,temp,rain_1h,snow_1h,wind_deg,wind_speed,globalhorizontalirradiance,directnormalirradiance,diffusehorizontalirradiance,globalhorizontalirradiance_2,directnormalirradiance_2,diffusehorizontalirradiance_2
Potenza,09/05/2021 05:00:00 AM,sud,0,clear sky,1020,84,282.45,0.0,0,136,0.68,0.0,0.0,0.0,0.0,0.0,0.0
Venice,09/05/2021 05:00:00 AM,nord,8,clear sky,1020,74,285.13,2.62,0,17,1.75,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Campobasso,09/05/2021 05:00:00 AM,centro_sud,4,clear sky,1020,92,284.13,2.12,0,291,0.35,0.0,0.0,0.0,0.0,0.0,0.0
Province of Palermo,09/05/2021 05:00:00 AM,sicilia,0,clear sky,1019,51,284.53,0.0,0,200,1.51,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Ancona,09/05/2021 05:00:00 AM,centro_nord,2,clear sky,1020,88,283.29,2.12,0,219,0.97,0.0,0.0,0.0,0.0,0.0,0.0
Bologna,09/05/2021 05:00:00 AM,nord,8,clear sky,1020,87,282.79,0.0,0,158,0.66,0.0,0.0,0.0,0.0,0.0,0.0
Trento,09/05/2021 05:00:00 AM,nord,27,scattered clouds,1022,94,281.95,2.12,0,28,0.88,0.0,0.0,0.0,0.0,0.0,0.0
Catanzaro,09/05/2021 05:00:00 AM,calabria,0,clear sky,1019,71,288.24,0.0,0,315,1.79,0.0,0.0,0.0,0.0,0.0,0.0
Province of Turin,09/05/2021 05:00:00 AM,nord,42,scattered clouds,1021,89,280.3,0.0,0,322,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Sardinia,09/05/2021 05:00:00 AM,sardegna,23,few clouds,1017,57,286.86,2.12,0,93,2.14,0.0,0.0,0.0,0.0,0.0,0.0
Valle d'Aosta,09/05/2021 05:00:00 AM,nord,57,broken clouds,1021,90,275.11,2.12,0,101,1.1,0.0,0.0,0.0,0.0,0.0,0.0
Florence,09/05/2021 05:00:00 AM,centro_nord,6,clear sky,1019,84,285.67,0.0,0,52,1.47,0.0,0.0,0.0,0.0,0.0,0.0
Naples,09/05/2021 05:00:00 AM,sud,0,clear sky,1018,74,290.27,0.0,0,65,1.16,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Perugia,09/05/2021 05:00:00 AM,centro_nord,9,clear sky,1019,90,284.56,2.12,0,46,1.15,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Genova,09/05/2021 05:00:00 AM,nord,6,clear sky,1020,92,281.01,2.12,0,13,2.66,0.0,0.0,0.0,0.0,0.0,0.0
L'Aquila,09/05/2021 05:00:00 AM,centro_sud,37,scattered clouds,1019,90,284.82,0.0,0,163,0.45,0.0,0.0,0.0,0.0,0.0,0.0
Trieste,09/05/2021 05:00:00 AM,nord,8,clear sky,1021,77,283.44,2.12,0,76,2.22,0.0,0.0,0.0,0.0,0.0,0.0
Milan,09/05/2021 05:00:00 AM,nord,60,broken clouds,1020,73,284.91,0.0,0,74,1.16,0.0,0.0,0.0,0.0,0.0,0.0
Province of Turin,09/05/2021 06:00:00 AM,nord,49,scattered clouds,1021,89,280.51,0.0,0,351,0.44,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Genova,09/05/2021 06:00:00 AM,nord,7,clear sky,1020,92,280.92,2.12,0,12,2.64,0.0,0.0,0.0,0.0,0.0,0.0
L'Aquila,09/05/2021 06:00:00 AM,centro_sud,36,scattered clouds,1019,89,284.75,0.0,0,139,0.48,0.0,0.0,0.0,0.0,0.0,0.0
Trento,09/05/2021 06:00:00 AM,nord,22,few clouds,1022,94,281.77,2.12,0,28,0.77,0.0,0.0,0.0,0.0,0.0,0.0
Bari,09/05/2021 06:00:00 AM,sud,39,scattered clouds,1020,79,288.26,0.0,0,308,3.4,0.0,0.0,0.0,0.0,0.0,0.0
Florence,09/05/2021 06:00:00 AM,centro_nord,6,clear sky,1019,84,285.38,0.0,0,52,1.39,0.0,0.0,0.0,0.0,0.0,0.0
Trieste,09/05/2021 06:00:00 AM,nord,8,clear sky,1021,77,283.37,2.12,0,77,2.16,0.0,0.0,0.0,0.0,0.0,0.0
Venice,09/05/2021 06:00:00 AM,nord,9,clear sky,1020,76,284.92,2.62,0,17,2.26,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Ancona,09/05/2021 06:00:00 AM,centro_nord,2,clear sky,1020,88,283.36,2.12,0,220,1.07,0.0,0.0,0.0,0.0,0.0,0.0
Rome,09/05/2021 06:00:00 AM,centro_sud,0,clear sky,1019,88,286.9,2.12,0,49,1.14,0.0,0.0,0.0,0.0,0.0,0.0
Catanzaro,09/05/2021 06:00:00 AM,calabria,0,clear sky,1019,70,288.27,0.0,0,325,1.53,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Campobasso,09/05/2021 06:00:00 AM,centro_sud,3,clear sky,1020,92,284.08,2.12,0,323,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Sardinia,09/05/2021 06:00:00 AM,sardegna,39,scattered clouds,1017,58,286.77,2.12,0,95,1.97,0.0,0.0,0.0,0.0,0.0,0.0
Naples,09/05/2021 06:00:00 AM,sud,0,clear sky,1019,74,290.08,0.0,0,66,1.27,0.0,0.0,0.0,0.0,0.0,0.0
Potenza,09/05/2021 06:00:00 AM,sud,0,clear sky,1020,83,282.5,0.0,0,131,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Perugia,09/05/2021 06:00:00 AM,centro_nord,14,few clouds,1019,89,284.51,2.12,0,51,0.97,0.0,0.0,0.0,0.0,0.0,0.0
Valle d'Aosta,09/05/2021 06:00:00 AM,nord,66,broken clouds,1020,88,275.69,2.12,0,98,1.21,0.0,0.0,0.0,0.0,0.0,0.0
Bologna,09/05/2021 06:00:00 AM,nord,7,clear sky,1020,87,282.58,0.0,0,173,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Province of Palermo,09/05/2021 06:00:00 AM,sicilia,0,clear sky,1019,53,284.54,0.0,0,186,1.58,0.0,0.0,0.0,0.0,0.0,0.0
Milan,09/05/2021 06:00:00 AM,nord,67,broken clouds,1020,74,284.85,0.0,0,78,1.02,0.0,0.0,0.0,0.0,0.0,0.0
Province of Turin,09/05/2021 07:00:00 AM,nord,57,broken clouds,1021,87,280.98,0.0,0,26,0.3,17.96,3.54,17.78,21.83,21.83,21.83
Provincia di Perugia,09/05/2021 07:00:00 AM,centro_nord,14,few clouds,1020,86,286.19,2.12,0,41,0.77,55.84,235.97,32.97,55.93,55.93,55.93
Provincia di Ancona,09/05/2021 07:00:00 AM,centro_nord,2,clear sky,1020,86,285.03,2.12,0,212,0.94,63.86,261.95,35.85,63.86,63.86,63.86
Province of Palermo,09/05/2021 07:00:00 AM,sicilia,0,clear sky,1019,57,286.09,0.0,0,171,1.71,43.53,188.92,28.23,43.53,43.53,43.53
Provincia di Genova,09/05/2021 07:00:00 AM,nord,7,clear sky,1020,89,281.67,2.12,0,11,2.59,31.8,127.88,23.45,31.8,31.8,31.8
Provincia di Campobasso,09/05/2021 07:00:00 AM,centro_sud,2,clear sky,1020,89,286.24,2.12,0,329,0.28,70.29,289.65,37.39,70.29,70.29,70.29
Venice,09/05/2021 07:00:00 AM,nord,8,clear sky,1021,76,285.47,2.62,0,14,2.11,64.06,259.81,36.12,64.07,64.07,64.07
Bari,09/05/2021 07:00:00 AM,sud,31,scattered clouds,1020,75,288.97,0.0,0,306,3.37,86.29,273.48,48.31,91.36,91.36,91.36
Naples,09/05/2021 07:00:00 AM,sud,0,clear sky,1019,71,290.44,0.0,0,65,1.34,62.46,234.96,37.67,62.46,62.46,62.46
Valle d'Aosta,09/05/2021 07:00:00 AM,nord,72,broken clouds,1020,86,276.44,2.12,0,109,1.53,18.19,13.31,17.45,25.35,25.35,25.35
Catanzaro,09/05/2021 07:00:00 AM,calabria,0,clear sky,1019,68,290.11,0.0,0,336,0.9,79.58,306.77,41.27,79.58,79.58,79.58
Trieste,09/05/2021 07:00:00 AM,nord,7,clear sky,1021,75,284.83,2.12,0,74,2.03,79.39,310.08,40.6,79.4,79.4,79.4
Florence,09/05/2021 07:00:00 AM,centro_nord,6,clear sky,1020,81,286.39,0.0,0,52,1.25,46.87,198.43,29.85,46.88,46.88,46.88
Potenza,09/05/2021 07:00:00 AM,sud,0,clear sky,1020,80,285.11,0.0,0,122,1.12,79.12,317.17,39.92,79.12,79.12,79.12
Rome,09/05/2021 07:00:00 AM,centro_sud,1,clear sky,1019,84,288.04,2.12,0,47,1.27,49.85,183.64,33.35,49.85,49.85,49.85
Sardinia,09/05/2021 07:00:00 AM,sardegna,51,broken clouds,1017,62,287.36,2.12,0,92,2.03,13.14,0.0,13.14,13.53,13.53,13.53
Bologna,09/05/2021 07:00:00 AM,nord,6,clear sky,1021,84,284.17,0.0,0,187,0.64,51.56,216.2,31.69,51.57,51.57,51.57
Trento,09/05/2021 07:00:00 AM,nord,19,few clouds,1022,88,283.57,2.12,0,13,0.73,56.82,246.45,32.84,57.13,57.13,57.13
L'Aquila,09/05/2021 07:00:00 AM,centro_sud,32,scattered clouds,1020,87,286.22,0.0,0,157,0.64,51.39,181.67,32.51,62.17,62.17,62.17
Milan,09/05/2021 07:00:00 AM,nord,74,broken clouds,1021,73,285.17,0.0,0,49,0.93,26.55,48.59,23.06,36.66,36.66,36.66
Florence,09/05/2021 08:00:00 AM,centro_nord,6,clear sky,1020,72,288.47,0.0,0,45,1.19,212.25,585.19,57.91,212.26,212.26,212.26
L'Aquila,09/05/2021 08:00:00 AM,centro_sud,27,scattered clouds,1020,79,288.27,0.0,0,193,0.86,212.34,447.14,84.27,238.2,238.2,238.2
Provincia di Perugia,09/05/2021 08:00:00 AM,centro_nord,14,few clouds,1020,80,288.11,2.12,0,15,0.54,226.05,592.26,61.77,226.78,226.78,226.78
Provincia di Genova,09/05/2021 08:00:00 AM,nord,8,clear sky,1020,80,284.46,2.12,0,1,2.24,189.16,557.94,55.25,189.17,189.17,189.17
Venice,09/05/2021 08:00:00 AM,nord,8,clear sky,1021,72,286.62,2.62,0,20,1.98,229.09,596.57,61.53,229.14,229.14,229.14
Naples,09/05/2021 08:00:00 AM,sud,0,clear sky,1019,67,291.29,0.0,0,82,1.06,241.43,610.51,62.83,241.43,241.43,241.43
Province of Turin,09/05/2021 08:00:00 AM,nord,64,broken clouds,1021,84,282.04,0.0,0,88,0.51,135.12,321.97,63.3,172.48,172.48,172.48
Trieste,09/05/2021 08:00:00 AM,nord,7,clear sky,1021,66,287.55,2.12,0,73,1.09,247.84,615.33,64.4,247.86,247.86,247.86
Bologna,09/05/2021 08:00:00 AM,nord,6,clear sky,1021,75,286.39,0.0,0,110,0.41,216.16,587.55,58.76,216.17,216.17,216.17
Valle d'Aosta,09/05/2021 08:00:00 AM,nord,77,broken clouds,1020,82,277.25,2.12,0,107,1.73,118.27,232.39,65.82,177.43,177.43,177.43
Provincia di Ancona,09/05/2021 08:00:00 AM,centro_nord,2,clear sky,1020,79,286.9,2.12,0,193,0.34,235.13,602.92,62.65,235.13,235.13,235.13
Catanzaro,09/05/2021 08:00:00 AM,calabria,0,clear sky,1020,60,292.4,0.0,0,119,0.39,268.9,637.82,66.4,268.9,268.9,268.9
Potenza,09/05/2021 08:00:00 AM,sud,0,clear sky,1020,70,287.78,0.0,0,99,1.48,263.86,635.13,66.06,263.86,263.86,263.86
Rome,09/05/2021 08:00:00 AM,centro_sud,2,clear sky,1019,75,290.4,2.12,0,58,1.09,221.81,594.87,59.12,221.81,221.81,221.81
Trento,09/05/2021 08:00:00 AM,nord,17,few clouds,1022,78,286.15,2.12,0,17,0.62,218.84,587.25,61.16,219.59,219.59,219.59
Sardinia,09/05/2021 08:00:00 AM,sardegna,59,broken clouds,1017,63,289.98,2.12,0,104,1.31,159.86,428.47,63.89,172.82,172.82,172.82
Bari,09/05/2021 08:00:00 AM,sud,26,scattered clouds,1020,68,289.97,0.0,0,310,3.43,268.83,599.59,73.74,276.18,276.18,276.18
Milan,09/05/2021 08:00:00 AM,nord,78,broken clouds,1021,71,285.65,0.0,0,49,0.93,129.34,188.78,83.33,192.4,192.4,192.4
Province of Palermo,09/05/2021 08:00:00 AM,sicilia,0,clear sky,1019,53,289.45,0.0,0,171,1.67,225.81,596.1,61.35,225.81,225.81,225.81
Provincia di Campobasso,09/05/2021 08:00:00 AM,centro_sud,2,clear sky,1020,82,288.36,2.12,0,68,0.7,249.86,620.53,64.6,249.87,249.87,249.87
Provincia di Campobasso,09/05/2021 09:00:00 AM,centro_sud,0,clear sky,1020,75,290.38,2.12,0,92,1.13,445.95,749.55,87.88,445.95,445.95,445.95
L'Aquila,09/05/2021 09:00:00 AM,centro_sud,5,clear sky,1019,72,289.98,0.0,0,217,0.96,407.28,612.66,122.89,432.61,432.61,432.61
Venice,09/05/2021 09:00:00 AM,nord,7,clear sky,1021,67,287.74,2.62,0,34,1.89,412.5,734.59,81.41,412.57,412.57,412.57
Provincia di Ancona,09/05/2021 09:00:00 AM,centro_nord,5,clear sky,1020,73,288.65,2.12,0,84,0.85,424.78,740.66,83.41,424.78,424.78,424.78
Sardinia,09/05/2021 09:00:00 AM,sardegna,100,overcast clouds,1017,53,292.69,2.12,0,159,0.96,324.97,454.38,138.0,370.98,370.98,370.98
Milan,09/05/2021 09:00:00 AM,nord,100,overcast clouds,1021,69,286.17,0.0,0,80,0.77,235.87,201.6,152.17,374.68,374.68,374.68
Trento,09/05/2021 09:00:00 AM,nord,7,clear sky,1021,69,288.62,2.12,0,353,0.17,400.89,726.04,83.44,401.84,401.84,401.84
Province of Turin,09/05/2021 09:00:00 AM,nord,100,overcast clouds,1021,83,282.49,0.0,0,96,0.88,266.77,372.24,119.15,355.67,355.67,355.67
Valle d'Aosta,09/05/2021 09:00:00 AM,nord,96,overcast clouds,1020,79,278.12,2.12,0,109,2.08,226.12,224.23,137.07,359.75,359.75,359.75
Provincia di Genova,09/05/2021 09:00:00 AM,nord,11,few clouds,1019,72,286.68,2.12,0,344,1.79,374.81,716.83,77.62,374.85,374.85,374.85
Provincia di Perugia,09/05/2021 09:00:00 AM,centro_nord,16,few clouds,1020,75,290.11,2.12,0,332,0.32,415.52,728.24,84.82,418.05,418.05,418.05
Potenza,09/05/2021 09:00:00 AM,sud,0,clear sky,1020,62,289.63,0.0,0,99,1.87,462.93,754.43,91.59,462.93,462.93,462.93
Florence,09/05/2021 09:00:00 AM,centro_nord,6,clear sky,1019,64,290.9,0.0,0,28,0.95,400.77,729.56,80.31,400.79,400.79,400.79
Rome,09/05/2021 09:00:00 AM,centro_sud,5,clear sky,1019,67,292.48,2.12,0,110,1.0,416.12,738.03,81.4,416.12,416.12,416.12
Trieste,09/05/2021 09:00:00 AM,nord,4,clear sky,1020,59,289.95,2.12,0,40,0.48,431.03,743.24,84.45,431.07,431.07,431.07
Catanzaro,09/05/2021 09:00:00 AM,calabria,0,clear sky,1019,57,293.74,0.0,0,141,1.19,472.42,759.25,91.18,472.42,472.42,472.42
Naples,09/05/2021 09:00:00 AM,sud,0,clear sky,1019,62,292.26,0.0,0,125,0.87,439.1,747.65,84.6,439.1,439.1,439.1
Province of Palermo,09/05/2021 09:00:00 AM,sicilia,0,clear sky,1019,49,291.83,0.0,0,183,1.89,432.26,743.69,85.64,432.26,432.26,432.26
Bari,09/05/2021 09:00:00 AM,sud,0,clear sky,1020,61,291.07,0.0,0,324,3.14,466.18,735.65,95.53,472.96,472.96,472.96
Bologna,09/05/2021 09:00:00 AM,nord,6,clear sky,1020,68,288.29,0.0,0,58,1.23,402.5,730.17,80.34,402.52,402.52,402.52
Bologna,09/05/2021 10:00:00 AM,nord,5,clear sky,1020,64,289.75,0.0,0,56,1.91,582.49,814.54,94.56,582.52,582.52,582.52
Provincia di Genova,09/05/2021 10:00:00 AM,nord,31,scattered clouds,1019,65,288.28,2.12,0,318,1.19,557.22,804.25,94.34,557.49,557.49,557.49
Trieste,09/05/2021 10:00:00 AM,nord,6,clear sky,1020,54,291.51,2.12,0,272,0.86,604.58,818.72,99.01,604.6,604.6,604.6
L'Aquila,09/05/2021 10:00:00 AM,centro_sud,6,clear sky,1019,64,291.43,0.0,0,214,0.98,617.44,808.01,113.02,617.46,617.46,617.46
Florence,09/05/2021 10:00:00 AM,centro_nord,5,clear sky,1019,58,293.16,0.0,0,11,0.34,583.16,813.76,95.54,583.27,583.27,583.27
Venice,09/05/2021 10:00:00 AM,nord,7,clear sky,1021,64,288.85,2.62,0,57,1.53,588.33,816.81,94.47,588.37,588.37,588.37
Catanzaro,09/05/2021 10:00:00 AM,calabria,0,clear sky,1020,53,294.72,0.0,0,143,1.99,661.95,827.73,111.03,661.95,661.95,661.95
Province of Turin,09/05/2021 10:00:00 AM,nord,100,overcast clouds,1021,81,283.15,0.0,0,107,1.31,136.88,5.18,134.0,538.05,538.05,538.05
Trento,09/05/2021 10:00:00 AM,nord,7,clear sky,1020,60,290.87,2.12,0,214,0.45,577.63,804.58,102.02,577.69,577.69,577.69
Provincia di Ancona,09/05/2021 10:00:00 AM,centro_nord,5,clear sky,1020,69,290.01,2.12,0,81,1.74,605.59,823.55,96.14,605.62,605.62,605.62
Valle d'Aosta,09/05/2021 10:00:00 AM,nord,97,overcast clouds,1019,76,279.05,2.12,0,106,2.13,160.38,53.75,130.54,540.66,540.66,540.66
Provincia di Perugia,09/05/2021 10:00:00 AM,centro_nord,11,few clouds,1019,70,292.12,2.12,0,237,0.52,573.47,725.48,127.9,601.33,601.33,601.33
Provincia di Campobasso,09/05/2021 10:00:00 AM,centro_sud,0,clear sky,1020,68,292.15,2.12,0,102,1.32,630.98,822.09,106.42,630.98,630.98,630.98
Bari,09/05/2021 10:00:00 AM,sud,0,clear sky,1020,57,292.03,0.0,0,341,3.05,655.67,832.29,105.01,655.67,655.67,655.67
Sardinia,09/05/2021 10:00:00 AM,sardegna,100,overcast clouds,1016,44,295.24,2.12,0,172,1.25,141.82,0.0,141.82,567.27,567.27,567.27
Province of Palermo,09/05/2021 10:00:00 AM,sicilia,2,clear sky,1019,45,293.5,0.0,0,176,2.07,629.37,819.91,106.87,629.37,629.37,629.37
Naples,09/05/2021 10:00:00 AM,sud,0,clear sky,1019,59,293.15,0.0,0,162,1.24,626.5,828.45,98.75,626.5,626.5,626.5
Milan,09/05/2021 10:00:00 AM,nord,100,overcast clouds,1021,68,286.59,0.0,0,110,0.68,139.34,0.47,139.07,553.74,553.74,553.74
Rome,09/05/2021 10:00:00 AM,centro_sud,2,clear sky,1019,60,294.3,2.12,0,167,1.49,602.74,824.8,94.21,602.75,602.75,602.75
Potenza,09/05/2021 10:00:00 AM,sud,0,clear sky,1020,56,291.19,0.0,0,106,1.9,649.08,819.22,114.18,649.08,649.08,649.08
Provincia di Ancona,09/05/2021 11:00:00 AM,centro_nord,5,clear sky,1020,65,291.34,2.12,0,83,2.2,758.97,846.88,125.24,759.0,759.0,759.0
Rome,09/05/2021 11:00:00 AM,centro_sud,2,clear sky,1019,55,295.68,2.12,0,187,2.18,762.04,849.65,123.7,762.04,762.04,762.04
Province of Palermo,09/05/2021 11:00:00 AM,sicilia,10,clear sky,1019,42,294.65,0.0,0,170,2.2,796.19,854.69,131.54,796.19,796.19,796.19
Provincia di Perugia,09/05/2021 11:00:00 AM,centro_nord,9,clear sky,1019,66,293.67,2.12,0,222,1.36,753.3,830.49,133.59,757.56,757.56,757.56
Potenza,09/05/2021 11:00:00 AM,sud,0,clear sky,1020,51,292.59,0.0,0,112,1.85,803.46,848.3,139.64,803.46,803.46,803.46
Florence,09/05/2021 11:00:00 AM,centro_nord,6,clear sky,1019,53,295.22,0.0,0,226,0.45,740.42,844.86,121.5,740.46,740.46,740.46
Bologna,09/05/2021 11:00:00 AM,nord,6,clear sky,1020,61,291.09,0.0,0,62,2.09,737.31,840.87,123.12,737.34,737.34,737.34
Bari,09/05/2021 11:00:00 AM,sud,0,clear sky,1020,53,292.86,0.0,0,353,3.04,805.87,868.78,121.46,805.87,805.87,805.87
Provincia di Campobasso,09/05/2021 11:00:00 AM,centro_sud,0,clear sky,1020,63,293.48,2.12,0,114,1.6,786.05,862.69,122.98,786.05,786.05,786.05
Catanzaro,09/05/2021 11:00:00 AM,calabria,0,clear sky,1020,52,295.45,0.0,0,148,2.52,818.16,861.97,131.54,818.16,818.16,818.16
Trieste,09/05/2021 11:00:00 AM,nord,6,clear sky,1020,51,292.36,2.12,0,261,1.33,750.89,840.53,127.78,750.93,750.93,750.93
Valle d'Aosta,09/05/2021 11:00:00 AM,nord,98,overcast clouds,1018,72,280.07,2.12,0,104,2.42,202.65,30.46,181.61,700.82,700.82,700.82
Trento,09/05/2021 11:00:00 AM,nord,10,clear sky,1019,52,292.59,2.12,0,204,1.2,729.0,822.39,137.28,729.08,729.08,729.08
Provincia di Genova,09/05/2021 11:00:00 AM,nord,49,scattered clouds,1019,61,289.35,2.12,0,265,1.17,706.07,796.48,139.21,717.46,717.46,717.46
Sardinia,09/05/2021 11:00:00 AM,sardegna,95,overcast clouds,1016,37,297.07,2.12,0,183,2.37,184.91,2.79,182.87,739.62,739.62,739.62
L'Aquila,09/05/2021 11:00:00 AM,centro_sud,6,clear sky,1019,59,292.62,0.0,0,209,1.13,773.79,818.55,154.96,773.82,773.82,773.82
Venice,09/05/2021 11:00:00 AM,nord,7,clear sky,1020,60,289.74,2.62,0,105,1.35,738.41,842.99,121.37,738.47,738.47,738.47
Milan,09/05/2021 11:00:00 AM,nord,100,overcast clouds,1021,66,287.45,0.0,0,105,0.61,178.9,1.75,177.66,710.48,710.48,710.48
Naples,09/05/2021 11:00:00 AM,sud,0,clear sky,1019,58,293.85,0.0,0,167,1.8,784.14,876.29,109.45,784.14,784.14,784.14
Province of Turin,09/05/2021 11:00:00 AM,nord,100,overcast clouds,1020,78,283.86,0.0,0,109,1.82,176.71,3.02,174.62,699.79,699.79,699.79
Bologna,09/05/2021 12:00:00 PM,nord,9,clear sky,1020,59,292.35,0.0,0,72,2.21,852.57,867.35,135.8,852.62,852.62,852.62
Rome,09/05/2021 12:00:00 PM,centro_sud,1,clear sky,1019,52,296.83,2.12,0,195,2.8,879.16,886.8,126.69,879.16,879.16,879.16
Catanzaro,09/05/2021 12:00:00 PM,calabria,0,clear sky,1020,50,295.96,0.0,0,148,2.98,926.71,863.26,161.75,926.71,926.71,926.71
Naples,09/05/2021 12:00:00 PM,sud,0,clear sky,1019,57,294.28,0.0,0,187,2.71,897.43,882.7,134.97,897.43,897.43,897.43
Trento,09/05/2021 12:00:00 PM,nord,10,clear sky,1018,47,293.96,2.12,0,203,1.67,841.24,839.05,158.57,842.13,842.13,842.13
Potenza,09/05/2021 12:00:00 PM,sud,0,clear sky,1019,49,293.68,0.0,0,120,1.87,911.97,847.06,173.22,911.97,911.97,911.97
L'Aquila,09/05/2021 12:00:00 PM,centro_sud,6,clear sky,1019,55,293.43,0.0,0,221,1.41,887.31,832.32,179.82,887.37,887.37,887.37
Province of Turin,09/05/2021 12:00:00 PM,nord,100,overcast clouds,1020,76,284.53,0.0,0,117,2.04,207.99,2.42,206.05,825.68,825.68,825.68
Milan,09/05/2021 12:00:00 PM,nord,100,overcast clouds,1020,61,288.96,0.0,0,97,0.81,211.78,1.89,210.26,830.22,830.22,830.22
Trieste,09/05/2021 12:00:00 PM,nord,13,few clouds,1020,50,292.81,2.12,0,256,1.89,856.64,864.98,139.33,856.69,856.69,856.69
Valle d'Aosta,09/05/2021 12:00:00 PM,nord,98,overcast clouds,1017,68,281.1,2.12,0,110,3.0,238.87,20.63,222.48,825.35,825.35,825.35
Province of Palermo,09/05/2021 12:00:00 PM,sicilia,19,few clouds,1019,40,295.7,0.0,0,175,2.38,916.61,854.5,166.72,917.14,917.14,917.14
Bari,09/05/2021 12:00:00 PM,sud,0,clear sky,1020,51,293.53,0.0,0,8,3.0,909.86,873.2,146.92,909.86,909.86,909.86
Provincia di Campobasso,09/05/2021 12:00:00 PM,centro_sud,0,clear sky,1019,59,294.51,2.12,0,124,1.9,896.94,863.6,153.94,896.94,896.94,896.94
Provincia di Perugia,09/05/2021 12:00:00 PM,centro_nord,7,clear sky,1019,61,294.81,2.12,0,222,1.96,870.76,874.13,135.22,872.3,872.3,872.3
Venice,09/05/2021 12:00:00 PM,nord,7,clear sky,1020,60,290.1,2.62,0,144,2.1,848.93,870.26,131.81,849.0,849.0,849.0
Sardinia,09/05/2021 12:00:00 PM,sardegna,91,overcast clouds,1016,34,298.14,2.12,0,178,3.31,314.63,13.66,303.15,871.65,871.65,871.65
Florence,09/05/2021 12:00:00 PM,centro_nord,6,clear sky,1018,48,296.73,0.0,0,224,1.35,857.72,880.99,126.35,857.78,857.78,857.78
Provincia di Genova,09/05/2021 12:00:00 PM,nord,62,broken clouds,1019,59,290.1,2.12,0,235,1.31,782.09,669.0,237.7,839.81,839.81,839.81
Provincia di Ancona,09/05/2021 12:00:00 PM,centro_nord,6,clear sky,1020,63,292.53,2.12,0,81,2.51,870.74,881.61,129.17,870.77,870.77,870.77
Valle d'Aosta,09/05/2021 13:00:00 PM,nord,98,overcast clouds,1017,67,281.66,2.12,0,113,3.38,263.35,16.15,249.48,903.32,903.32,903.32
Bologna,09/05/2021 13:00:00 PM,nord,15,few clouds,1019,58,293.38,0.0,0,63,2.6,917.58,884.04,139.26,918.19,918.19,918.19
Provincia di Ancona,09/05/2021 13:00:00 PM,centro_nord,7,clear sky,1019,61,293.47,2.12,0,71,2.98,931.08,882.32,145.12,931.12,931.12,931.12
Provincia di Genova,09/05/2021 13:00:00 PM,nord,69,broken clouds,1018,56,290.79,2.12,0,208,1.84,778.64,473.25,364.72,913.72,913.72,913.72
Trieste,09/05/2021 13:00:00 PM,nord,12,few clouds,1019,51,292.89,2.12,0,263,2.54,911.82,864.12,155.39,912.62,912.62,912.62
Potenza,09/05/2021 13:00:00 PM,sud,0,clear sky,1019,47,294.66,0.0,0,131,1.68,965.13,891.78,148.55,965.13,965.13,965.13
Rome,09/05/2021 13:00:00 PM,centro_sud,2,clear sky,1019,50,297.45,2.12,0,200,3.64,943.77,887.72,143.4,943.77,943.77,943.77
Province of Palermo,09/05/2021 13:00:00 PM,sicilia,29,scattered clouds,1019,39,296.42,0.0,0,182,2.65,978.99,894.77,146.6,981.54,981.54,981.54
Provincia di Perugia,09/05/2021 13:00:00 PM,centro_nord,6,clear sky,1019,55,295.88,2.12,0,222,2.37,934.84,876.44,151.84,935.46,935.46,935.46
Naples,09/05/2021 13:00:00 PM,sud,0,clear sky,1019,58,294.54,0.0,0,198,3.4,956.37,904.55,131.31,956.37,956.37,956.37
Sardinia,09/05/2021 13:00:00 PM,sardegna,81,broken clouds,1016,33,299.0,2.12,0,174,4.1,439.45,30.5,411.81,951.55,951.55,951.55
Catanzaro,09/05/2021 13:00:00 PM,calabria,0,clear sky,1020,50,296.14,0.0,0,150,3.2,978.09,903.01,139.97,978.09,978.09,978.09
Bari,09/05/2021 13:00:00 PM,sud,0,clear sky,1020,49,294.07,0.0,0,25,3.09,958.52,914.51,123.0,958.52,958.52,958.52
Trento,09/05/2021 13:00:00 PM,nord,10,clear sky,1018,46,295.03,2.12,0,203,2.21,906.37,837.34,180.36,906.97,906.97,906.97
L'Aquila,09/05/2021 13:00:00 PM,centro_sud,15,few clouds,1018,54,293.92,0.0,0,234,1.58,948.13,827.25,203.67,948.2,948.2,948.2
Province of Turin,09/05/2021 13:00:00 PM,nord,99,overcast clouds,1020,76,284.97,0.0,0,116,1.91,237.31,3.08,234.64,904.64,904.64,904.64
Venice,09/05/2021 13:00:00 PM,nord,7,clear sky,1020,60,290.27,2.62,0,147,2.68,910.19,872.51,147.15,910.26,910.26,910.26
