name,date,region,clouds,text_description,pressure,humidity,temp,rain_1h,snow_1h,wind_deg,wind_speed,globalhorizontalirradiance,directnormalirradiance,diffusehorizontalirradiance,globalhorizontalirradiance_2,directnormalirradiance_2,diffusehorizontalirradiance_2
Provincia di Perugia,10/05/2021 07:00:00 AM,centro_nord,20,few clouds,1018,91,287.37,2.12,0,140,1.79,58.14,213.03,36.81,58.52,58.52,58.52
Sardinia,10/05/2021 07:00:00 AM,sardegna,15,few clouds,1013,51,288.68,2.12,0,102,3.04,15.24,0.0,15.24,15.26,15.26,15.26
Provincia di Campobasso,10/05/2021 07:00:00 AM,centro_sud,44,scattered clouds,1019,79,287.04,2.12,0,234,1.91,66.88,232.98,39.69,72.92,72.92,72.92
Catanzaro,10/05/2021 07:00:00 AM,calabria,88,overcast clouds,1019,66,290.84,0.0,0,356,0.84,44.3,19.03,41.88,82.09,82.09,82.09
Province of Turin,10/05/2021 07:00:00 AM,nord,100,moderate rain,1017,98,282.74,2.62,0,261,0.47,6.01,0.0,6.01,24.02,24.02,24.02
Naples,10/05/2021 07:00:00 AM,sud,35,scattered clouds,1019,67,290.79,0.0,0,60,1.11,61.91,235.49,36.35,64.98,64.98,64.98
Venice,10/05/2021 07:00:00 AM,nord,64,broken clouds,1018,80,287.27,2.62,0,51,3.3,43.87,57.28,37.57,66.84,66.84,66.84
Milan,10/05/2021 07:00:00 AM,nord,89,overcast clouds,1017,82,287.11,0.0,0,114,2.65,20.72,0.14,20.71,39.13,39.13,39.13
Provincia di Genova,10/05/2021 07:00:00 AM,nord,62,broken clouds,1017,79,284.7,2.12,0,101,1.66,31.21,101.6,24.25,34.16,34.16,34.16
Provincia di Ancona,10/05/2021 07:00:00 AM,centro_nord,40,scattered clouds,1017,85,288.46,2.12,0,184,2.07,61.12,210.97,37.91,66.53,66.53,66.53
Trieste,10/05/2021 07:00:00 AM,nord,86,overcast clouds,1019,74,287.31,2.12,0,118,1.27,48.48,54.43,41.55,82.27,82.27,82.27
Valle d'Aosta,10/05/2021 07:00:00 AM,nord,100,moderate rain,1016,98,277.76,1.53,0,87,2.07,7.21,0.0,7.21,27.7,27.7,27.7
Potenza,10/05/2021 07:00:00 AM,sud,100,overcast clouds,1020,66,286.0,0.0,0,209,1.34,20.44,0.0,20.44,81.74,81.74,81.74
L'Aquila,10/05/2021 07:00:00 AM,centro_sud,22,few clouds,1019,81,286.68,0.0,0,198,0.97,63.95,269.46,35.35,64.79,64.79,64.79
Florence,10/05/2021 07:00:00 AM,centro_nord,60,broken clouds,1018,83,288.38,0.0,0,86,1.02,44.16,151.38,30.69,49.4,49.4,49.4
Province of Palermo,10/05/2021 07:00:00 AM,sicilia,41,scattered clouds,1019,65,286.41,0.0,0,170,2.05,41.96,151.93,29.25,45.75,45.75,45.75
Valle d'Aosta,10/05/2021 08:00:00 AM,nord,100,moderate rain,1016,98,278.1,2.14,0,101,2.52,46.64,0.0,46.64,180.66,180.66,180.66
Bari,10/05/2021 08:00:00 AM,sud,70,broken clouds,1019,57,292.55,0.0,0,167,1.86,188.1,188.03,126.53,279.05,279.05,279.05
Naples,10/05/2021 08:00:00 AM,sud,30,scattered clouds,1019,62,291.9,0.0,0,52,0.97,238.48,579.25,67.38,244.28,244.28,244.28
Province of Turin,10/05/2021 08:00:00 AM,nord,100,heavy intensity rain,1017,99,282.74,4.46,0,37,1.2,43.92,0.0,43.92,175.67,175.67,175.67
Trieste,10/05/2021 08:00:00 AM,nord,88,overcast clouds,1019,69,288.85,2.12,0,118,0.63,135.41,73.71,113.24,251.04,251.04,251.04
Milan,10/05/2021 08:00:00 AM,nord,91,overcast clouds,1017,79,287.28,0.0,0,85,2.55,94.71,39.57,84.9,195.59,195.59,195.59
Catanzaro,10/05/2021 08:00:00 AM,calabria,85,overcast clouds,1019,60,293.01,0.0,0,103,0.57,140.37,48.8,124.77,271.62,271.62,271.62
L'Aquila,10/05/2021 08:00:00 AM,centro_sud,18,few clouds,1019,69,289.34,0.0,0,203,0.88,239.71,604.82,65.12,241.17,241.17,241.17
Sardinia,10/05/2021 08:00:00 AM,sardegna,14,few clouds,1014,54,291.69,2.12,0,110,2.48,175.45,537.12,53.6,175.67,175.67,175.67
Florence,10/05/2021 08:00:00 AM,centro_nord,51,broken clouds,1018,73,290.48,0.0,0,193,0.31,185.77,397.12,79.83,215.3,215.3,215.3
Province of Palermo,10/05/2021 08:00:00 AM,sicilia,34,scattered clouds,1019,55,289.85,0.0,0,163,2.02,219.44,540.4,68.96,228.46,228.46,228.46
Provincia di Perugia,10/05/2021 08:00:00 AM,centro_nord,16,few clouds,1018,84,289.65,2.12,0,196,1.35,229.06,598.12,61.37,229.79,229.79,229.79
Rome,10/05/2021 08:00:00 AM,centro_sud,22,few clouds,1018,70,290.62,2.12,0,102,1.28,222.91,586.21,60.88,224.74,224.74,224.74
Trento,10/05/2021 08:00:00 AM,nord,42,scattered clouds,1018,80,289.08,2.12,0,181,0.4,205.65,478.81,75.51,222.81,222.81,222.81
Provincia di Campobasso,10/05/2021 08:00:00 AM,centro_sud,38,scattered clouds,1019,68,290.01,2.12,0,226,1.65,240.68,546.43,75.97,252.79,252.79,252.79
Bologna,10/05/2021 08:00:00 AM,nord,33,scattered clouds,1018,82,288.5,0.0,0,285,1.19,207.28,515.71,67.41,219.29,219.29,219.29
Potenza,10/05/2021 08:00:00 AM,sud,89,overcast clouds,1019,57,289.07,0.0,0,206,1.04,66.68,0.0,66.68,266.71,266.71,266.71
Venice,10/05/2021 08:00:00 AM,nord,53,broken clouds,1018,77,288.54,2.62,0,62,3.25,193.83,362.73,90.9,232.31,232.31,232.31
Provincia di Ancona,10/05/2021 08:00:00 AM,centro_nord,34,scattered clouds,1017,77,290.94,2.12,0,183,1.5,229.17,555.03,68.76,238.21,238.21,238.21
Provincia di Genova,10/05/2021 08:00:00 AM,nord,65,broken clouds,1016,76,286.56,2.12,0,80,1.09,163.42,348.58,78.66,192.31,192.31,192.31
Valle d'Aosta,10/05/2021 09:00:00 AM,nord,100,light rain,1015,95,278.44,0.56,0,102,3.19,93.45,0.27,93.34,363.0,363.0,363.0
Venice,10/05/2021 09:00:00 AM,nord,0,clear sky,1018,74,289.57,2.62,0,65,3.1,377.76,565.24,121.43,415.67,415.67,415.67
Provincia di Campobasso,10/05/2021 09:00:00 AM,centro_sud,5,clear sky,1019,57,292.18,2.12,0,218,1.72,435.47,695.92,101.21,448.72,448.72,448.72
Province of Palermo,10/05/2021 09:00:00 AM,sicilia,0,clear sky,1019,48,292.34,0.0,0,157,2.26,425.48,706.88,94.36,434.75,434.75,434.75
Province of Turin,10/05/2021 09:00:00 AM,nord,100,light rain,1016,98,283.16,0.96,0,72,0.79,89.72,0.0,89.72,358.87,358.87,358.87
Sardinia,10/05/2021 09:00:00 AM,sardegna,8,clear sky,1014,41,295.78,2.12,0,148,2.96,373.43,714.61,77.52,373.78,373.78,373.78
Bologna,10/05/2021 09:00:00 AM,nord,6,clear sky,1017,74,290.35,0.0,0,41,1.08,390.89,663.55,96.13,405.59,405.59,405.59
Provincia di Genova,10/05/2021 09:00:00 AM,nord,48,scattered clouds,1016,61,288.92,2.12,0,235,1.77,311.81,377.93,153.95,377.95,377.95,377.95
Rome,10/05/2021 09:00:00 AM,centro_sud,0,clear sky,1018,59,292.81,2.12,0,130,2.22,417.08,731.62,83.33,418.93,418.93,418.93
Trieste,10/05/2021 09:00:00 AM,nord,24,few clouds,1018,63,290.92,2.12,0,200,0.81,216.87,64.96,186.41,434.16,434.16,434.16
L'Aquila,10/05/2021 09:00:00 AM,centro_sud,0,clear sky,1019,58,291.43,0.0,0,210,1.17,434.02,736.77,90.31,435.43,435.43,435.43
Catanzaro,10/05/2021 09:00:00 AM,calabria,42,scattered clouds,1019,57,294.42,0.0,0,130,1.29,263.91,97.98,214.54,474.94,474.94,474.94
Provincia di Perugia,10/05/2021 09:00:00 AM,centro_nord,0,clear sky,1018,78,291.38,2.12,0,200,1.43,420.22,737.38,83.37,420.95,420.95,420.95
Potenza,10/05/2021 09:00:00 AM,sud,12,few clouds,1019,50,291.37,0.0,0,201,0.81,226.98,36.39,208.98,465.6,465.6,465.6
Florence,10/05/2021 09:00:00 AM,centro_nord,11,few clouds,1017,61,292.64,0.0,0,128,1.94,371.5,580.9,114.71,403.78,403.78,403.78
Trento,10/05/2021 09:00:00 AM,nord,19,few clouds,1017,71,291.38,2.12,0,129,0.33,377.99,610.87,108.99,405.0,405.0,405.0
Provincia di Ancona,10/05/2021 09:00:00 AM,centro_nord,3,clear sky,1017,71,292.88,2.12,0,193,0.51,418.33,705.44,91.28,427.76,427.76,427.76
Naples,10/05/2021 09:00:00 AM,sud,0,clear sky,1019,57,293.05,0.0,0,63,0.45,435.83,726.41,89.54,441.81,441.81,441.81
Milan,10/05/2021 09:00:00 AM,nord,100,overcast clouds,1017,74,287.99,0.0,0,96,2.84,172.59,37.16,157.0,377.86,377.86,377.86
Bari,10/05/2021 09:00:00 AM,sud,33,scattered clouds,1019,53,293.95,0.0,0,133,1.77,362.88,313.41,204.31,475.67,475.67,475.67
Florence,10/05/2021 10:00:00 AM,centro_nord,9,clear sky,1017,45,294.8,0.0,0,170,2.17,585.79,813.48,96.27,586.04,586.04,586.04
Provincia di Campobasso,10/05/2021 10:00:00 AM,centro_sud,4,clear sky,1018,49,293.86,2.12,0,212,1.95,633.47,818.29,109.4,633.5,633.5,633.5
Naples,10/05/2021 10:00:00 AM,sud,0,clear sky,1019,51,294.22,0.0,0,205,0.74,628.94,825.03,101.46,628.94,628.94,628.94
Trento,10/05/2021 10:00:00 AM,nord,17,few clouds,1016,63,293.59,2.12,0,198,0.43,577.52,793.72,106.19,580.66,580.66,580.66
Provincia di Perugia,10/05/2021 10:00:00 AM,centro_nord,0,clear sky,1018,67,293.17,2.12,0,227,1.62,603.98,821.97,97.22,603.98,603.98,603.98
Catanzaro,10/05/2021 10:00:00 AM,calabria,28,scattered clouds,1019,54,295.36,0.0,0,138,1.97,589.46,638.9,163.13,664.19,664.19,664.19
Potenza,10/05/2021 10:00:00 AM,sud,8,clear sky,1019,45,293.04,0.0,0,202,0.78,651.01,817.63,115.29,651.48,651.48,651.48
L'Aquila,10/05/2021 10:00:00 AM,centro_sud,0,clear sky,1018,48,293.14,0.0,0,214,1.38,620.04,807.98,113.68,620.04,620.04,620.04
Trieste,10/05/2021 10:00:00 AM,nord,27,scattered clouds,1018,60,292.06,2.12,0,234,1.63,568.87,739.19,110.61,607.46,607.46,607.46
Bari,10/05/2021 10:00:00 AM,sud,43,scattered clouds,1018,50,294.98,0.0,0,106,2.18,634.85,755.09,133.48,658.12,658.12,658.12
Province of Palermo,10/05/2021 10:00:00 AM,sicilia,0,clear sky,1018,42,294.17,0.0,0,157,2.56,631.59,819.88,107.36,631.59,631.59,631.59
Provincia di Genova,10/05/2021 10:00:00 AM,nord,70,broken clouds,1017,58,289.4,2.12,0,195,2.52,513.71,605.71,163.39,560.36,560.36,560.36
Bologna,10/05/2021 10:00:00 AM,nord,4,clear sky,1016,66,292.39,0.0,0,107,2.0,585.36,819.15,92.55,585.41,585.41,585.41
Milan,10/05/2021 10:00:00 AM,nord,100,overcast clouds,1017,71,288.78,0.0,0,115,2.61,144.8,1.36,144.02,556.74,556.74,556.74
Sardinia,10/05/2021 10:00:00 AM,sardegna,8,clear sky,1013,31,297.58,2.12,0,159,4.22,569.75,808.25,95.5,569.83,569.83,569.83
Province of Turin,10/05/2021 10:00:00 AM,nord,100,moderate rain,1016,99,283.07,2.39,0,111,1.55,135.27,5.27,132.33,541.06,541.06,541.06
Venice,10/05/2021 10:00:00 AM,nord,0,clear sky,1017,73,290.39,2.62,0,84,4.46,591.29,822.37,91.91,591.29,591.29,591.29
Valle d'Aosta,10/05/2021 10:00:00 AM,nord,100,moderate rain,1014,97,278.44,1.16,0,85,2.44,140.37,18.0,130.31,543.75,543.75,543.75
Rome,10/05/2021 10:00:00 AM,centro_sud,0,clear sky,1018,48,294.84,2.12,0,159,2.5,605.31,819.91,97.83,605.31,605.31,605.31
Provincia di Ancona,10/05/2021 10:00:00 AM,centro_nord,1,clear sky,1017,66,294.44,2.12,0,1,0.52,608.36,824.68,96.15,608.37,608.37,608.37
Province of Turin,10/05/2021 11:00:00 AM,nord,100,moderate rain,1016,99,283.25,2.12,0,90,1.51,175.64,3.16,173.44,702.56,702.56,702.56
Trieste,10/05/2021 11:00:00 AM,nord,26,scattered clouds,1017,59,292.98,2.12,0,234,1.88,703.15,752.44,143.61,753.57,753.57,753.57
Bari,10/05/2021 11:00:00 AM,sud,34,scattered clouds,1018,50,295.78,0.0,0,99,2.87,759.14,719.23,191.03,808.09,808.09,808.09
Bologna,10/05/2021 11:00:00 AM,nord,3,clear sky,1017,57,294.58,0.0,0,104,1.87,739.94,845.0,120.73,739.97,739.97,739.97
Catanzaro,10/05/2021 11:00:00 AM,calabria,21,few clouds,1019,53,296.08,0.0,0,148,2.41,803.73,819.65,149.31,820.13,820.13,820.13
Florence,10/05/2021 11:00:00 AM,centro_nord,6,clear sky,1017,42,296.14,0.0,0,186,3.2,742.75,838.63,126.45,742.98,742.98,742.98
L'Aquila,10/05/2021 11:00:00 AM,centro_sud,0,clear sky,1018,43,294.33,0.0,0,230,1.61,776.13,818.11,155.83,776.13,776.13,776.13
Milan,10/05/2021 11:00:00 AM,nord,100,overcast clouds,1017,69,289.85,0.0,0,122,2.8,182.16,2.79,180.18,713.23,713.23,713.23
Naples,10/05/2021 11:00:00 AM,sud,0,clear sky,1018,46,294.93,0.0,0,199,1.88,786.32,864.54,118.87,786.32,786.32,786.32
Valle d'Aosta,10/05/2021 11:00:00 AM,nord,100,moderate rain,1015,97,278.49,2.62,0,118,2.75,178.86,4.36,175.83,703.62,703.62,703.62
Potenza,10/05/2021 11:00:00 AM,sud,5,clear sky,1018,41,294.27,0.0,0,218,0.99,805.45,847.29,140.68,805.61,805.61,805.61
Provincia di Ancona,10/05/2021 11:00:00 AM,centro_nord,1,clear sky,1017,60,295.82,2.12,0,78,0.37,761.51,847.09,125.68,761.51,761.51,761.51
Provincia di Campobasso,10/05/2021 11:00:00 AM,centro_sud,2,clear sky,1018,46,295.17,2.12,0,205,2.17,788.3,850.41,132.85,788.32,788.32,788.32
Provincia di Genova,10/05/2021 11:00:00 AM,nord,80,broken clouds,1016,55,290.14,2.12,0,162,3.08,547.58,336.7,307.0,720.1,720.1,720.1
Provincia di Perugia,10/05/2021 11:00:00 AM,centro_nord,2,clear sky,1018,58,294.56,2.12,0,207,2.21,759.96,843.32,128.78,759.96,759.96,759.96
Rome,10/05/2021 11:00:00 AM,centro_sud,9,clear sky,1018,41,296.56,2.12,0,179,2.84,764.33,844.13,128.31,764.33,764.33,764.33
Sardinia,10/05/2021 11:00:00 AM,sardegna,8,clear sky,1013,30,298.53,2.12,0,163,5.18,741.82,834.33,130.37,741.91,741.91,741.91
Trento,10/05/2021 11:00:00 AM,nord,27,scattered clouds,1016,57,295.37,2.12,0,188,1.17,729.63,815.12,141.11,731.8,731.8,731.8
Province of Palermo,10/05/2021 11:00:00 AM,sicilia,0,clear sky,1018,38,295.65,0.0,0,160,2.77,798.12,854.25,132.2,798.12,798.12,798.12
Venice,10/05/2021 11:00:00 AM,nord,0,clear sky,1018,71,290.89,2.62,0,91,3.3,741.11,848.22,118.19,741.11,741.11,741.11
